State,Soil Type,Previous Crop,Fertilizer Used,Water Hardness,Livestock,Resources,Temperature,Rainfall,Recommend Crop,Required Water,Required Fertilizer,Crop Protection Tip,Limited Resources Tip,Predicted Disease,Disease Prevention Tip
Andhra Pradesh,Clay,Mango,NPK,Hard,Poultry,None,25,3,Banana,3000,Urea: 80 kg/ha,Fence fields to keep goats away,Use organic compost,Blast in rice,Ensure proper drainage
Andhra Pradesh,Sandy,Maize,Urea,Hard,Cows,Plough,32,2,Cotton,2000,DAP: 150 kg/ha,Fence fields to keep goats away,Use organic compost,Wilt in cotton,Use organic pest control
Andhra Pradesh,Black Cotton,Cotton,Compost,Soft,None,Power Tiller,21,2,Tobacco,2500,Urea: 120 kg/ha,Use organic pesticides,Collect rainwater for irrigation,Leaf curl in chili,Apply fungicides
Andhra Pradesh,Red Sandy,Cotton,Compost,Hard,Goats,Power Tiller,27,3,Rice,5000,Urea: 100 kg/ha,Use netting to deter birds,Practice intercropping,Blast in rice,Use organic pest control
Andhra Pradesh,Loamy,Sugarcane,Urea,Hard,Poultry,None,20,1,Mango,1200,Compost: 2500 kg/ha,Fence fields to keep goats away,Use organic compost,Anthracnose in mango,Apply fungicides
Andhra Pradesh,Clay,Mango,DAP,Hard,None,None,31,1,Banana,3000,Urea: 80 kg/ha,Use netting to deter birds,Use organic compost,Leaf curl in chili,Ensure proper drainage
Andhra Pradesh,Black Cotton,Cotton,Compost,Soft,Buffalo,Sprayer,27,2,Maize,1800,NPK: 200 kg/ha,Use organic pesticides,Use organic compost,Leaf curl in chili,Apply fungicides
Andhra Pradesh,Sandy,Maize,DAP,Hard,Cows,Sprayer,29,2,Groundnut,1500,Compost: 2000 kg/ha,Fence fields to keep goats away,Use organic compost,Leaf curl in chili,Apply fungicides
Andhra Pradesh,Clay,Sugarcane,Urea,Soft,Goats,Plough,27,2,Rice,5000,Urea: 100 kg/ha,Fence fields to keep goats away,Use manual weeding,Red rot in sugarcane,Use organic pest control
Andhra Pradesh,Clay,Groundnut,DAP,Hard,Goats,Cultivator,34,1,Cotton,2000,DAP: 150 kg/ha,Rotate crops to prevent soil depletion,Use manual weeding,Wilt in cotton,Apply fungicides
Andhra Pradesh,Red Sandy,Groundnut,DAP,Soft,Poultry,Cultivator,34,2,Cotton,2000,DAP: 150 kg/ha,Use organic pesticides,Use manual weeding,Root rot in groundnut,Use organic pest control
Andhra Pradesh,Black Cotton,Wheat,DAP,Hard,Buffalo,Combine,27,1,Rice,5000,Urea: 100 kg/ha,Rotate crops to prevent soil depletion,Collect rainwater for irrigation,Leaf curl in chili,Use resistant varieties
Andhra Pradesh,Black Cotton,Mustard,Compost,Hard,None,Plough,30,1,Cotton,2000,DAP: 150 kg/ha,Use netting to deter birds,Collect rainwater for irrigation,Anthracnose in mango,Apply fungicides
Andhra Pradesh,Red Sandy,Tobacco,Compost,Soft,Poultry,None,20,2,Mango,1200,Compost: 2500 kg/ha,Rotate crops to prevent soil depletion,Use organic compost,Anthracnose in mango,Use resistant varieties
Andhra Pradesh,Loamy,Pulses,DAP,Hard,Cows,None,24,2,Mango,1200,Compost: 2500 kg/ha,Fence fields to keep goats away,Use manual weeding,Red rot in sugarcane,Use organic pest control
Arunachal Pradesh,Red Laterite,Cardamom,Compost,Hard,Pigs,None,24,1,Orange,1000,Compost: 1400 kg/ha,Use bamboo fencing for mithun,Use natural compost,Blast in rice,Improve drainage
Arunachal Pradesh,Sandy,Rice,NPK,Soft,Pigs,None,31,2,Ginger,1800,Urea: 90 kg/ha,Cover crops to deter birds,Use natural compost,Blast in rice,Apply compost-based manure
Arunachal Pradesh,Sandy,Maize,NPK,Soft,Yaks,Power Weeder,19,3,Tea,2500,Compost: 1500 kg/ha,Ensure proper drainage,Practice mulching,Anthracnose in pineapple,Rotate crops to break disease cycle
Arunachal Pradesh,Loamy,Millets,DAP,Hard,Goats,None,15,3,Orange,1000,Compost: 1400 kg/ha,Ensure proper drainage,Use terrace farming,Root rot in ginger,Rotate crops to break disease cycle
Arunachal Pradesh,Red Laterite,Pulses,NPK,Soft,None,Trailer,35,1,Tea,2500,Compost: 1500 kg/ha,Use bamboo fencing for mithun,Use terrace farming,Blast in rice,Improve drainage
Arunachal Pradesh,Red Laterite,Orange,DAP,Soft,None,Brush Cutter,31,2,Pulses,1000,NPK: 80 kg/ha,Use organic pesticides,Use terrace farming,Root rot in ginger,Improve drainage
Arunachal Pradesh,Loamy,Turmeric,NPK,Soft,Poultry,Thrasher,20,1,Pulses,1000,NPK: 80 kg/ha,Cover crops to deter birds,Use terrace farming,Anthracnose in pineapple,Improve drainage
Arunachal Pradesh,Red Laterite,Maize,Urea,Soft,Pigs,Plough,35,1,Rice,5000,Urea: 80 kg/ha,Cover crops to deter birds,Practice mulching,Anthracnose in pineapple,Improve drainage
Arunachal Pradesh,Red Laterite,Ginger,Urea,Hard,Mithun,Power Weeder,17,3,Tea,2500,Compost: 1500 kg/ha,Use organic pesticides,Practice mulching,Anthracnose in pineapple,Use organic fungicides
Arunachal Pradesh,Loamy,Tea,DAP,Hard,Goats,None,29,2,Pineapple,1200,NPK: 70 kg/ha,Cover crops to deter birds,Use terrace farming,Blast in rice,Rotate crops to break disease cycle
Arunachal Pradesh,Red Laterite,Turmeric,Urea,Soft,Goats,Brush Cutter,17,1,Tea,2500,Compost: 1500 kg/ha,Use bamboo fencing for mithun,Intercrop for better yield,Wilt in cardamom,Use organic fungicides
Arunachal Pradesh,Clay,Ginger,DAP,Soft,Mithun,None,35,2,Turmeric,2000,NPK: 100 kg/ha,Use bamboo fencing for mithun,Practice mulching,Blast in rice,Improve drainage
Arunachal Pradesh,Clay,Ginger,NPK,Soft,Yaks,Power Weeder,20,3,Millets,1500,Compost: 1200 kg/ha,Use organic pesticides,Use terrace farming,Root rot in ginger,Use organic fungicides
Arunachal Pradesh,Sandy,Tea,NPK,Hard,Goats,None,22,3,Cardamom,1500,DAP: 110 kg/ha,Use organic pesticides,Intercrop for better yield,Leaf Blight in tea,Apply compost-based manure
Arunachal Pradesh,Clay,Tea,Urea,Hard,Pigs,Sprayer,29,1,Maize,2000,DAP: 100 kg/ha,Ensure proper drainage,Use terrace farming,Root rot in ginger,Rotate crops to break disease cycle
Arunachal Pradesh,Sandy,Cardamom,Urea,Hard,Pigs,None,21,1,Cardamom,1500,DAP: 110 kg/ha,Use bamboo fencing for mithun,Intercrop for better yield,Leaf Blight in tea,Use organic fungicides
Arunachal Pradesh,Red Laterite,Maize,Compost,Soft,Pigs,Combine,32,3,Rice,5000,Urea: 80 kg/ha,Use organic pesticides,Intercrop for better yield,Leaf Blight in tea,Apply compost-based manure
Arunachal Pradesh,Sandy,Millets,DAP,Hard,Goats,None,25,2,Turmeric,2000,NPK: 100 kg/ha,Cover crops to deter birds,Practice mulching,Leaf Blight in tea,Rotate crops to break disease cycle
Arunachal Pradesh,Sandy,Rice,DAP,Hard,None,Power Weeder,31,3,Tea,2500,Compost: 1500 kg/ha,Cover crops to deter birds,Practice mulching,Wilt in cardamom,Rotate crops to break disease cycle
Arunachal Pradesh,Red Laterite,Turmeric,NPK,Hard,Mithun,Sprayer,19,1,Millets,1500,Compost: 1200 kg/ha,Use organic pesticides,Use terrace farming,Leaf Blight in tea,Rotate crops to break disease cycle
Arunachal Pradesh,Clay,Pulses,Compost,Hard,None,Sprayer,29,2,Tea,2500,Compost: 1500 kg/ha,Cover crops to deter birds,Use natural compost,Anthracnose in pineapple,Rotate crops to break disease cycle
Arunachal Pradesh,Sandy,Maize,DAP,Hard,Mithun,None,19,3,Ginger,1800,Urea: 90 kg/ha,Use bamboo fencing for mithun,Use natural compost,Wilt in cardamom,Rotate crops to break disease cycle
Arunachal Pradesh,Sandy,Maize,Compost,Hard,None,None,35,1,Cardamom,1500,DAP: 110 kg/ha,Use bamboo fencing for mithun,Use terrace farming,Wilt in cardamom,Apply compost-based manure
Arunachal Pradesh,Clay,Tea,DAP,Soft,Pigs,Combine,25,1,Maize,2000,DAP: 100 kg/ha,Use organic pesticides,Use terrace farming,Leaf Blight in tea,Rotate crops to break disease cycle
Arunachal Pradesh,Red Laterite,Tea,Compost,Hard,Mithun,Sprayer,35,1,Maize,2000,DAP: 100 kg/ha,Use organic pesticides,Intercrop for better yield,Wilt in cardamom,Apply compost-based manure
Arunachal Pradesh,Red Laterite,Rice,DAP,Soft,Poultry,None,22,2,Orange,1000,Compost: 1400 kg/ha,Use bamboo fencing for mithun,Intercrop for better yield,Anthracnose in pineapple,Improve drainage
Arunachal Pradesh,Loamy,Rice,DAP,Hard,None,Trailer,31,2,Tea,2500,Compost: 1500 kg/ha,Ensure proper drainage,Practice mulching,Leaf Blight in tea,Rotate crops to break disease cycle
Arunachal Pradesh,Sandy,Tea,Urea,Hard,Yaks,None,32,3,Pineapple,1200,NPK: 70 kg/ha,Use organic pesticides,Practice mulching,Blast in rice,Rotate crops to break disease cycle
Arunachal Pradesh,Loamy,Turmeric,Urea,Hard,Goats,None,26,3,Ginger,1800,Urea: 90 kg/ha,Use bamboo fencing for mithun,Practice mulching,Root rot in ginger,Improve drainage
Arunachal Pradesh,Clay,Turmeric,Compost,Soft,Pigs,Power Weeder,21,1,Millets,1500,Compost: 1200 kg/ha,Cover crops to deter birds,Use terrace farming,Root rot in ginger,Improve drainage
Arunachal Pradesh,Red Laterite,Tea,Compost,Soft,Goats,None,21,3,Turmeric,2000,NPK: 100 kg/ha,Cover crops to deter birds,Use terrace farming,Anthracnose in pineapple,Rotate crops to break disease cycle
Arunachal Pradesh,Red Laterite,Orange,Urea,Soft,Goats,Sprayer,30,2,Maize,2000,DAP: 100 kg/ha,Use organic pesticides,Use terrace farming,Blast in rice,Rotate crops to break disease cycle
Arunachal Pradesh,Loamy,Maize,NPK,Hard,Mithun,None,20,2,Cardamom,1500,DAP: 110 kg/ha,Cover crops to deter birds,Use terrace farming,Wilt in cardamom,Apply compost-based manure
Arunachal Pradesh,Loamy,Orange,DAP,Soft,Poultry,Brush Cutter,16,2,Pulses,1000,NPK: 80 kg/ha,Use bamboo fencing for mithun,Practice mulching,Leaf Blight in tea,Use organic fungicides
Arunachal Pradesh,Loamy,Tea,Compost,Soft,Yaks,Thrasher,32,2,Pulses,1000,NPK: 80 kg/ha,Cover crops to deter birds,Intercrop for better yield,Root rot in ginger,Improve drainage
Arunachal Pradesh,Sandy,Orange,DAP,Soft,Pigs,None,22,2,Ginger,1800,Urea: 90 kg/ha,Use bamboo fencing for mithun,Intercrop for better yield,Leaf Blight in tea,Apply compost-based manure
Arunachal Pradesh,Loamy,Tea,DAP,Soft,Yaks,None,26,1,Turmeric,2000,NPK: 100 kg/ha,Use bamboo fencing for mithun,Intercrop for better yield,Wilt in cardamom,Use organic fungicides
Arunachal Pradesh,Red Laterite,Millets,Compost,Soft,Yaks,Power Tiller,29,3,Pulses,1000,NPK: 80 kg/ha,Ensure proper drainage,Practice mulching,Wilt in cardamom,Apply compost-based manure
Arunachal Pradesh,Sandy,Millets,NPK,Soft,Goats,Power Tiller,27,2,Pulses,1000,NPK: 80 kg/ha,Use organic pesticides,Practice mulching,Wilt in cardamom,Use organic fungicides
Arunachal Pradesh,Clay,Ginger,Urea,Hard,Pigs,Power Tiller,22,3,Maize,2000,DAP: 100 kg/ha,Use bamboo fencing for mithun,Use natural compost,Blast in rice,Improve drainage
Arunachal Pradesh,Clay,Millets,NPK,Hard,Mithun,None,15,2,Turmeric,2000,NPK: 100 kg/ha,Cover crops to deter birds,Intercrop for better yield,Wilt in cardamom,Rotate crops to break disease cycle
Arunachal Pradesh,Loamy,Rice,DAP,Soft,None,Combine,20,3,Maize,2000,DAP: 100 kg/ha,Ensure proper drainage,Intercrop for better yield,Leaf Blight in tea,Improve drainage
Arunachal Pradesh,Clay,Turmeric,Compost,Hard,None,None,20,2,Cardamom,1500,DAP: 110 kg/ha,Cover crops to deter birds,Use terrace farming,Anthracnose in pineapple,Improve drainage
Arunachal Pradesh,Sandy,Ginger,Compost,Hard,Pigs,Power Tiller,20,2,Maize,2000,DAP: 100 kg/ha,Ensure proper drainage,Use terrace farming,Root rot in ginger,Rotate crops to break disease cycle
Arunachal Pradesh,Sandy,Tea,Urea,Soft,None,None,16,2,Cardamom,1500,DAP: 110 kg/ha,Cover crops to deter birds,Use terrace farming,Leaf Blight in tea,Rotate crops to break disease cycle
Arunachal Pradesh,Clay,Millets,Compost,Hard,None,Sprayer,16,2,Tea,2500,Compost: 1500 kg/ha,Use organic pesticides,Intercrop for better yield,Root rot in ginger,Rotate crops to break disease cycle
Arunachal Pradesh,Clay,Orange,Compost,Hard,Goats,None,29,2,Ginger,1800,Urea: 90 kg/ha,Ensure proper drainage,Intercrop for better yield,Blast in rice,Use organic fungicides
Arunachal Pradesh,Clay,Pulses,DAP,Hard,Yaks,None,18,1,Turmeric,2000,NPK: 100 kg/ha,Use organic pesticides,Practice mulching,Leaf Blight in tea,Apply compost-based manure
Arunachal Pradesh,Clay,Maize,DAP,Hard,Mithun,Rake,16,1,Millets,1500,Compost: 1200 kg/ha,Cover crops to deter birds,Intercrop for better yield,Leaf Blight in tea,Apply compost-based manure
Arunachal Pradesh,Clay,Ginger,Urea,Soft,Mithun,Power Weeder,30,2,Tea,2500,Compost: 1500 kg/ha,Cover crops to deter birds,Intercrop for better yield,Root rot in ginger,Use organic fungicides
Arunachal Pradesh,Red Laterite,Millets,Compost,Hard,Pigs,None,21,3,Turmeric,2000,NPK: 100 kg/ha,Cover crops to deter birds,Use natural compost,Wilt in cardamom,Apply compost-based manure
Arunachal Pradesh,Sandy,Pulses,Compost,Hard,Goats,None,35,3,Orange,1000,Compost: 1400 kg/ha,Use bamboo fencing for mithun,Practice mulching,Root rot in ginger,Rotate crops to break disease cycle
Arunachal Pradesh,Loamy,Millets,DAP,Hard,Yaks,Thrasher,17,2,Pulses,1000,NPK: 80 kg/ha,Ensure proper drainage,Use natural compost,Blast in rice,Apply compost-based manure
Arunachal Pradesh,Loamy,Millets,NPK,Soft,Yaks,Sprayer,35,2,Tea,2500,Compost: 1500 kg/ha,Use organic pesticides,Intercrop for better yield,Root rot in ginger,Apply compost-based manure
Arunachal Pradesh,Clay,Tea,Compost,Hard,Poultry,None,15,3,Turmeric,2000,NPK: 100 kg/ha,Ensure proper drainage,Practice mulching,Root rot in ginger,Use organic fungicides
Arunachal Pradesh,Loamy,Turmeric,NPK,Hard,Poultry,Power Weeder,30,2,Millets,1500,Compost: 1200 kg/ha,Use bamboo fencing for mithun,Use terrace farming,Wilt in cardamom,Use organic fungicides
Arunachal Pradesh,Clay,Maize,DAP,Hard,Goats,None,23,3,Ginger,1800,Urea: 90 kg/ha,Use organic pesticides,Use natural compost,Leaf Blight in tea,Improve drainage
Arunachal Pradesh,Loamy,Rice,NPK,Soft,Goats,Power Tiller,23,2,Pulses,1000,NPK: 80 kg/ha,Use bamboo fencing for mithun,Intercrop for better yield,Wilt in cardamom,Apply compost-based manure
Arunachal Pradesh,Red Laterite,Maize,Compost,Hard,Goats,Plough,28,1,Millets,1500,Compost: 1200 kg/ha,Cover crops to deter birds,Practice mulching,Leaf Blight in tea,Rotate crops to break disease cycle
Arunachal Pradesh,Clay,Tea,Urea,Soft,Poultry,Plough,24,3,Rice,5000,Urea: 80 kg/ha,Use bamboo fencing for mithun,Use terrace farming,Blast in rice,Rotate crops to break disease cycle
Arunachal Pradesh,Sandy,Maize,NPK,Hard,Poultry,None,24,2,Cardamom,1500,DAP: 110 kg/ha,Use bamboo fencing for mithun,Intercrop for better yield,Wilt in cardamom,Apply compost-based manure
Arunachal Pradesh,Sandy,Pulses,Urea,Hard,Mithun,Brush Cutter,28,3,Tea,2500,Compost: 1500 kg/ha,Cover crops to deter birds,Use terrace farming,Wilt in cardamom,Improve drainage
Arunachal Pradesh,Red Laterite,Ginger,NPK,Hard,Pigs,None,17,2,Orange,1000,Compost: 1400 kg/ha,Use bamboo fencing for mithun,Use natural compost,Anthracnose in pineapple,Apply compost-based manure
Arunachal Pradesh,Sandy,Cardamom,NPK,Soft,Mithun,Power Tiller,17,3,Rice,5000,Urea: 80 kg/ha,Cover crops to deter birds,Practice mulching,Root rot in ginger,Rotate crops to break disease cycle
Arunachal Pradesh,Sandy,Ginger,Compost,Soft,Poultry,None,25,3,Cardamom,1500,DAP: 110 kg/ha,Use organic pesticides,Intercrop for better yield,Leaf Blight in tea,Rotate crops to break disease cycle
Arunachal Pradesh,Clay,Pineapple,NPK,Soft,Goats,None,24,1,Cardamom,1500,DAP: 110 kg/ha,Ensure proper drainage,Practice mulching,Wilt in cardamom,Rotate crops to break disease cycle
Arunachal Pradesh,Clay,Maize,NPK,Hard,Yaks,Power Tiller,17,3,Rice,5000,Urea: 80 kg/ha,Use organic pesticides,Use natural compost,Wilt in cardamom,Use organic fungicides
Arunachal Pradesh,Red Laterite,Ginger,DAP,Soft,Mithun,None,27,1,Cardamom,1500,DAP: 110 kg/ha,Cover crops to deter birds,Practice mulching,Root rot in ginger,Improve drainage
Arunachal Pradesh,Clay,Rice,NPK,Soft,None,None,30,1,Cardamom,1500,DAP: 110 kg/ha,Ensure proper drainage,Use natural compost,Root rot in ginger,Improve drainage
Arunachal Pradesh,Red Laterite,Rice,NPK,Hard,Yaks,Brush Cutter,28,2,Pulses,1000,NPK: 80 kg/ha,Ensure proper drainage,Intercrop for better yield,Leaf Blight in tea,Rotate crops to break disease cycle
Arunachal Pradesh,Loamy,Pulses,Compost,Hard,Pigs,Thrasher,17,1,Pulses,1000,NPK: 80 kg/ha,Use organic pesticides,Intercrop for better yield,Wilt in cardamom,Apply compost-based manure
Arunachal Pradesh,Sandy,Rice,Compost,Hard,Goats,None,30,2,Orange,1000,Compost: 1400 kg/ha,Cover crops to deter birds,Practice mulching,Root rot in ginger,Use organic fungicides
Arunachal Pradesh,Loamy,Orange,NPK,Soft,Poultry,None,25,1,Orange,1000,Compost: 1400 kg/ha,Cover crops to deter birds,Use natural compost,Anthracnose in pineapple,Rotate crops to break disease cycle
Arunachal Pradesh,Red Laterite,Rice,NPK,Soft,Pigs,None,25,1,Orange,1000,Compost: 1400 kg/ha,Ensure proper drainage,Use natural compost,Anthracnose in pineapple,Apply compost-based manure
Arunachal Pradesh,Clay,Pulses,NPK,Soft,Mithun,Brush Cutter,16,2,Tea,2500,Compost: 1500 kg/ha,Cover crops to deter birds,Practice mulching,Anthracnose in pineapple,Improve drainage
Arunachal Pradesh,Sandy,Rice,Compost,Soft,Mithun,Combine,18,1,Rice,5000,Urea: 80 kg/ha,Use organic pesticides,Use terrace farming,Anthracnose in pineapple,Rotate crops to break disease cycle
Arunachal Pradesh,Clay,Tea,Compost,Soft,Mithun,Power Weeder,26,1,Millets,1500,Compost: 1200 kg/ha,Ensure proper drainage,Intercrop for better yield,Blast in rice,Improve drainage
Arunachal Pradesh,Clay,Maize,Urea,Soft,Goats,Thrasher,22,2,Pulses,1000,NPK: 80 kg/ha,Cover crops to deter birds,Use terrace farming,Blast in rice,Use organic fungicides
Arunachal Pradesh,Clay,Ginger,Urea,Hard,Goats,Brush Cutter,27,1,Pulses,1000,NPK: 80 kg/ha,Use organic pesticides,Use natural compost,Wilt in cardamom,Improve drainage
Arunachal Pradesh,Clay,Ginger,Urea,Soft,Poultry,Power Tiller,17,3,Pulses,1000,NPK: 80 kg/ha,Use bamboo fencing for mithun,Use terrace farming,Root rot in ginger,Improve drainage
Arunachal Pradesh,Clay,Pulses,DAP,Hard,Poultry,Seed Drill,31,3,Rice,5000,Urea: 80 kg/ha,Use bamboo fencing for mithun,Intercrop for better yield,Anthracnose in pineapple,Use organic fungicides
Arunachal Pradesh,Sandy,Orange,DAP,Soft,Yaks,None,16,3,Pineapple,1200,NPK: 70 kg/ha,Use organic pesticides,Use terrace farming,Blast in rice,Improve drainage
Arunachal Pradesh,Loamy,Cardamom,Compost,Soft,Goats,None,26,2,Turmeric,2000,NPK: 100 kg/ha,Cover crops to deter birds,Use natural compost,Leaf Blight in tea,Apply compost-based manure
Arunachal Pradesh,Loamy,Rice,NPK,Hard,Goats,None,32,3,Ginger,1800,Urea: 90 kg/ha,Use organic pesticides,Use terrace farming,Anthracnose in pineapple,Rotate crops to break disease cycle
Arunachal Pradesh,Sandy,Turmeric,NPK,Soft,Mithun,None,27,1,Pineapple,1200,NPK: 70 kg/ha,Cover crops to deter birds,Intercrop for better yield,Leaf Blight in tea,Use organic fungicides
Arunachal Pradesh,Sandy,Pulses,Compost,Hard,Poultry,None,30,2,Pineapple,1200,NPK: 70 kg/ha,Use bamboo fencing for mithun,Use terrace farming,Leaf Blight in tea,Apply compost-based manure
Arunachal Pradesh,Loamy,Rice,Urea,Soft,None,Seed Drill,33,3,Pulses,1000,NPK: 80 kg/ha,Use bamboo fencing for mithun,Use natural compost,Root rot in ginger,Rotate crops to break disease cycle
Arunachal Pradesh,Loamy,Turmeric,NPK,Soft,Goats,Combine,32,3,Maize,2000,DAP: 100 kg/ha,Use bamboo fencing for mithun,Use natural compost,Blast in rice,Apply compost-based manure
Arunachal Pradesh,Loamy,Maize,Urea,Soft,Mithun,Trailer,19,2,Tea,2500,Compost: 1500 kg/ha,Use organic pesticides,Practice mulching,Root rot in ginger,Apply compost-based manure
Arunachal Pradesh,Loamy,Turmeric,DAP,Soft,None,Sprayer,15,3,Millets,1500,Compost: 1200 kg/ha,Cover crops to deter birds,Use natural compost,Leaf Blight in tea,Use organic fungicides
Arunachal Pradesh,Sandy,Turmeric,Urea,Soft,Goats,Combine,25,1,Maize,2000,DAP: 100 kg/ha,Ensure proper drainage,Use natural compost,Blast in rice,Apply compost-based manure
Arunachal Pradesh,Red Laterite,Tea,Compost,Soft,None,None,19,2,Ginger,1800,Urea: 90 kg/ha,Use bamboo fencing for mithun,Practice mulching,Anthracnose in pineapple,Rotate crops to break disease cycle
Arunachal Pradesh,Sandy,Cardamom,NPK,Hard,Poultry,Combine,30,2,Rice,5000,Urea: 80 kg/ha,Use organic pesticides,Practice mulching,Blast in rice,Apply compost-based manure
Arunachal Pradesh,Clay,Ginger,Compost,Hard,None,None,26,1,Ginger,1800,Urea: 90 kg/ha,Use organic pesticides,Practice mulching,Wilt in cardamom,Improve drainage
